"Visualization ID","Mode","Statistic","Year","Value","Units","Name","Year ","Percent_1","change_from_previous_year_1","Commuting Mode","Rank","Date","Year 1"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2011","7,702","Thousands","U.S. Airline Passenger Enplanements","2011",,,,,"11/01/2011","2011"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2011","7,705","Thousands","U.S. Airline Passenger Enplanements","2011",,,,,"12/01/2011","2011"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","7,699","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"01/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","7,772","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"02/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","7,875","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"03/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","7,841","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"04/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","7,845","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"05/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","7,841","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"06/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","7,792","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"07/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","7,809","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"08/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","8,018","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"09/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","7,915","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"10/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","7,912","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"11/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2012","7,908","Thousands","U.S. Airline Passenger Enplanements","2012",,,,,"12/01/2012","2012"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","7,911","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"01/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","8,105","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"02/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","8,037","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"03/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","7,991","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"04/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","8,043","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"05/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","8,152","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"06/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","8,168","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"07/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","8,205","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"08/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","8,169","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"09/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","8,252","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"10/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","8,245","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"11/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2013","8,314","Thousands","U.S. Airline Passenger Enplanements","2013",,,,,"12/01/2013","2013"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,321","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"01/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,341","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"02/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,362","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"03/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,397","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"04/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,387","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"05/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,324","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"06/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,312","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"07/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,347","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"08/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,300","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"09/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,154","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"10/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,362","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"11/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2014","8,358","Thousands","U.S. Airline Passenger Enplanements","2014",,,,,"12/01/2014","2014"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,455","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"01/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,438","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"02/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,391","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"03/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,290","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"04/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,434","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"05/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,464","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"06/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,519","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"07/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,651","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"08/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,706","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"09/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,624","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"10/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,641","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"11/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2015","8,649","Thousands","U.S. Airline Passenger Enplanements","2015",,,,,"12/01/2015","2015"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,692","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"01/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,599","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"02/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,540","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"03/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,593","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"04/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,556","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"05/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,648","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"06/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,691","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"07/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,660","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"08/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,701","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"09/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,652","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"10/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,642","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"11/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2016","8,861","Thousands","U.S. Airline Passenger Enplanements","2016",,,,,"12/01/2016","2016"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","8,888","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"01/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","8,833","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"02/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","8,713","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"03/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","9,200","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"04/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","9,047","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"05/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","8,989","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"06/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","9,102","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"07/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","9,114","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"08/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","8,685","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"09/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","8,983","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"10/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","9,006","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"11/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2017","9,062","Thousands","U.S. Airline Passenger Enplanements","2017",,,,,"12/01/2017","2017"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,054","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"01/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,265","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"02/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,183","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"03/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,203","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"04/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,194","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"05/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,271","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"06/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,298","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"07/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,272","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"08/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,237","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"09/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,455","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"10/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,315","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"11/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2018","9,357","Thousands","U.S. Airline Passenger Enplanements","2018",,,,,"12/01/2018","2018"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2019","9,480","Thousands","U.S. Airline Passenger Enplanements","2019",,,,,"01/01/2019","2019"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2019","9,613","Thousands","U.S. Airline Passenger Enplanements","2019",,,,,"02/01/2019","2019"
"Figure 2-13","U.S. Airline Passenger Enplanements","International","2019","9,619","Thousands","U.S. Airline Passenger Enplanements","2019",,,,,"03/01/2019","2019"
